0	96	22	16	18	21	19	12	19	17	16	25	7	17	15	17	21	13	19	8	15	18	14	11	12	14	16	14	19	21	15	22	14	12	13	17	16	11
0	0	86	12	12	14	12	14	18	19	9	13	11	10	12	13	14	17	18	12	15	20	17	17	14	8	16	11	12	12	13	14	15	12	16	14	22	16
0	0	0	93	14	16	19	17	18	15	17	15	7	14	11	17	19	17	14	16	14	12	20	13	10	13	22	15	13	19	21	14	14	11	21	17	21	14
0	0	0	0	102	16	17	18	18	17	20	12	17	18	15	21	14	17	12	14	15	16	21	17	21	12	14	20	16	24	17	20	21	16	20	18	21	13
0	0	0	0	0	94	17	13	21	16	18	13	9	17	15	22	13	13	16	16	17	15	11	9	15	13	18	20	13	15	19	15	23	15	15	18	17	10
0	0	0	0	0	0	100	17	17	19	18	18	11	15	16	17	13	14	8	14	17	19	20	19	16	12	17	22	19	13	18	27	23	16	10	17	24	10
0	0	0	0	0	0	0	100	20	23	21	21	20	14	19	32	15	17	7	16	13	12	16	22	22	16	13	13	10	16	22	17	12	12	19	20	14	15
0	0	0	0	0	0	0	0	103	14	13	14	12	27	20	20	12	11	14	13	12	15	12	21	27	20	21	19	20	21	21	18	24	10	15	12	16	13
0	0	0	0	0	0	0	0	0	112	19	17	11	22	20	26	20	15	21	15	16	17	23	20	19	16	15	19	21	16	18	20	20	20	24	19	21	22
0	0	0	0	0	0	0	0	0	0	100	10	16	18	16	14	18	19	19	13	15	18	14	17	19	14	18	20	22	15	22	13	14	19	18	19	16	13
0	0	0	0	0	0	0	0	0	0	0	99	16	15	16	21	13	19	20	15	16	22	11	16	17	14	22	18	18	13	17	17	16	12	16	20	19	17
0	0	0	0	0	0	0	0	0	0	0	0	78	13	14	16	8	19	11	13	11	19	11	18	17	9	9	10	15	18	14	12	9	10	12	16	17	10
0	0	0	0	0	0	0	0	0	0	0	0	0	113	22	24	23	19	20	20	15	26	23	19	20	18	25	16	13	13	25	19	25	16	20	20	15	22
0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	15	14	18	14	15	17	22	18	19	18	16	12	20	10	17	19	26	13	13	18	14	15	14
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	18	21	19	18	14	16	20	24	21	30	27	21	12	24	19	22	19	12	20	24	21	17
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	12	16	12	16	14	9	11	7	11	14	15	12	13	20	13	13	12	21	19	16	11
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	20	12	20	24	24	15	18	12	20	18	18	18	16	21	20	17	15	17	18	14
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	12	15	18	16	13	11	11	18	18	10	15	14	16	16	11	16	19	12	11
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	18	18	17	14	14	14	14	8	10	12	22	14	16	13	14	20	15	15
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	16	15	10	9	8	14	11	14	21	16	18	11	16	19	10	13	10
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	11	23	19	10	25	19	21	19	21	19	16	19	18	17	18	22
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	13	18	11	21	11	15	12	12	20	20	16	17	19	16	18
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	14	18	14	22	20	8	17	24	18	10	12	16	16	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	9	14	21	19	20	25	20	20	10	15	21	16	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	16	16	13	10	18	16	15	16	9	14	15	11
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	24	20	19	22	16	25	16	26	12	18	15
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	21	18	21	17	22	19	12	19	17	11
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	19	23	18	17	11	12	16	15	19
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	15	21	13	9	19	15	12	17
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	22	21	14	12	19	18	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	19	14	11	19	14	20
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	15	18	19	29	17
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	19	8	17	16
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	24	20	14
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	18	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	16
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87
